,SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR(PPM)
1,50.86,16.71,8.46,8.86,10.64,2.25,1.03,0.72,0
2,50.86,16.71,8.46,8.86,10.64,2.25,1.03,0.72,0
3,50.86,16.71,8.46,8.86,10.64,2.25,1.03,0.72,0
4,51.0,16.11,8.49,9.02,11.06,2.2,0.98,0.69,0
5,51.0,16.11,8.49,9.02,11.06,2.2,0.98,0.69,0
6,51.1,15.58,7.85,9.71,11.03,2.3,1.34,0.68,0
7,51.79,16.03,7.81,9.02,10.69,2.12,1.4,0.68,0
8,51.89,15.15,7.84,8.38,11.06,2.42,1.89,0.89,0
9,52.09,16.38,7.95,9.06,10.08,2.36,1.04,0.65,0
10,52.24,15.9,8.13,8.87,10.65,2.25,0.94,0.66,0
11,52.24,15.9,8.13,8.87,10.65,2.25,0.94,0.66,0
12,52.61,14.61,8.49,10.01,9.95,2.33,1.03,0.66,0
13,48.27,15.7,9.12,12.73,10.8,1.87,0.48,0.73,0
14,48.28,15.68,9.13,12.73,10.81,1.87,0.48,0.73,0
15,48.69,15.21,9.07,11.89,11.42,2.13,0.74,0.69,0
16,48.99,16.03,8.92,11.43,10.9,2.21,0.52,0.7,0
17,49.0,16.03,8.91,11.43,10.9,2.21,0.52,0.7,0
18,49.92,15.84,9.17,10.84,10.06,2.64,0.45,0.83,0
19,50.11,16.05,8.71,11.15,9.96,2.56,0.58,0.75,0
20,50.69,15.52,7.97,10.93,10.11,3.05,0.87,0.74,0
21,50.72,15.46,8.32,11.2,10.16,2.09,1.0,0.78,0
22,54.37,16.11,7.15,8.77,8.88,3.03,0.66,0.69,0
23,56.6,15.41,6.45,8.2,8.1,2.62,1.73,0.64,0
24,56.6,15.4,6.84,7.36,8.53,2.91,1.48,0.77,0
25,57.58,15.01,6.48,7.5,8.49,2.83,1.43,0.44,0
26,45.77,13.23,11.42,12.48,9.6,3.32,1.28,2.33,0
27,45.85,12.59,10.94,14.02,9.64,3.05,1.17,2.15,0
28,45.91,13.86,10.28,11.08,10.31,3.64,1.62,2.56,0
29,45.72,13.24,11.27,11.79,9.83,3.6,1.34,2.58,0
30,44.13,13.68,11.41,11.93,10.49,3.83,1.06,2.66,0
31,55.8,15.88,7.14,7.66,7.66,3.6,1.12,0.82,0
32,55.96,15.82,7.1,7.48,7.73,3.61,1.14,0.82,0
33,49.55,14.5,9.07,9.68,9.41,2.05,3.25,1.58,0
34,49.42,13.64,8.99,10.76,9.53,2.16,2.83,1.59,0
35,50.28,14.8,8.71,11.12,8.92,3.34,1.32,1.01,0
36,51.17,15.09,7.87,9.87,7.7,3.04,2.94,1.41,0
37,52.23,14.35,7.6,9.72,8.01,2.97,2.96,1.35,0
38,52.59,14.28,8.38,8.89,6.87,3.11,4.09,1.4,0
39,52.69,14.34,7.23,8.5,7.51,3.06,4.08,1.56,0
40,52.7,14.02,7.32,10.08,7.52,2.88,3.39,1.28,0
41,52.81,14.67,7.4,8.75,7.35,3.13,3.51,1.49,0
42,53.17,14.94,8.72,9.22,8.21,3.03,1.5,1.09,0
43,53.35,14.36,7.75,8.88,7.49,3.05,2.93,1.3,0
44,53.37,14.41,7.43,9.02,6.96,3.11,4.16,1.42,0
45,53.67,15.45,7.86,8.44,8.08,3.39,1.69,1.05,0
46,53.82,15.88,7.68,8.24,8.29,2.78,1.71,1.18,0
47,54.01,14.68,7.7,9.59,8.11,2.61,1.7,1.18,0
48,54.2,15.25,7.8,8.96,7.54,2.72,1.82,1.29,0
49,54.29,14.22,7.13,7.46,7.32,3.06,4.07,1.43,0
50,54.38,13.89,7.34,8.88,6.25,2.78,4.35,1.25,0
51,54.88,13.78,6.67,9.42,6.53,2.93,3.83,1.21,0
52,55.2,14.1,6.73,9.01,6.35,2.82,4.42,1.27,0
53,55.32,16.08,7.14,7.48,8.6,3.14,1.11,0.81,0
54,55.49,13.9,6.25,8.81,6.56,2.79,4.26,1.2,0
55,55.78,14.99,6.54,7.4,5.9,2.7,5.48,1.13,0
56,55.8,13.23,6.76,8.83,5.58,2.27,5.34,1.38,0
57,56.39,13.9,6.29,8.04,6.22,2.89,4.28,1.16,0
58,59.79,15.05,6.28,6.56,5.5,3.15,2.2,1.11,0
59,47.59,14.68,9.15,10.05,11.6,3.21,1.42,1.49,0
60,48.07,17.8,8.66,9.47,9.68,3.77,0.76,1.31,0
61,48.36,15.11,8.69,9.55,11.95,3.1,1.19,1.4,0
62,48.65,14.54,9.08,9.86,10.9,3.35,1.37,1.62,0
63,49.0,15.55,9.11,10.6,9.33,3.18,1.42,1.24,0
64,49.5,17.01,8.96,9.96,9.53,3.11,0.6,1.0,0
65,50.84,16.81,9.07,10.74,7.57,3.04,0.73,0.87,0
66,51.86,16.82,8.42,8.93,8.09,3.49,1.01,0.98,0
67,52.22,17.06,8.31,8.96,7.76,3.52,0.95,0.88,0
68,47.78,13.89,10.83,16.17,7.93,2.14,0.3,0.67,0
69,48.83,14.77,9.79,14.45,8.63,2.21,0.31,0.71,0
70,54.44,11.61,6.47,9.8,14.78,1.71,0.62,0.42,0
71,53.15,17.98,6.66,7.04,9.85,2.93,1.42,0.7,0
72,54.42,13.68,7.02,8.54,13.47,1.74,0.53,0.45,0
73,54.37,13.8,7.03,8.49,13.11,1.87,0.68,0.47,0
75,53.23,14.23,8.45,10.34,9.93,2.31,0.8,0.41,0
76,51.79,13.17,8.94,12.69,10.26,1.97,0.68,0.41,0
77,49.53,15.1,9.22,11.38,10.87,2.21,0.25,1.15,0
78,49.73,14.55,9.46,10.92,11.52,2.17,0.19,1.16,0
79,49.73,14.55,9.46,10.92,11.52,2.17,0.19,1.16,0
80,49.84,15.98,8.96,10.35,10.85,2.36,0.24,1.12,0
81,50.4,16.77,8.45,9.24,11.21,2.42,0.21,1.02,0
82,49.23,15.95,9.81,10.03,9.47,2.92,0.39,1.59,0
83,49.47,16.62,8.83,10.48,10.08,2.69,0.53,0.92,0
84,49.61,15.56,8.27,9.7,10.91,2.76,1.54,1.15,0
85,49.61,15.64,8.59,9.64,9.83,3.18,1.48,1.36,0
86,49.73,15.59,8.3,10.69,9.8,3.04,0.92,1.32,0
87,49.77,16.15,8.82,9.01,9.55,3.55,1.09,1.52,0
88,49.8,15.63,8.05,9.75,10.48,3.23,1.49,1.07,0
89,50.0,16.36,8.63,8.9,9.35,3.78,1.1,1.38,0
90,50.03,17.11,8.23,8.77,9.67,3.3,1.05,1.25,0
91,50.11,17.51,8.51,8.52,9.13,3.22,1.12,1.29,0
92,50.21,16.54,8.7,8.82,9.36,3.48,0.77,1.63,0
93,50.26,16.28,8.11,9.41,9.72,3.13,1.43,1.15,0
94,50.26,16.19,8.68,8.79,9.43,3.54,1.11,1.48,0
95,50.41,16.49,8.4,8.52,9.74,3.31,1.26,1.3,0
96,50.68,15.96,7.84,8.92,9.18,3.15,1.89,1.65,0
97,50.72,16.13,7.89,8.55,9.2,3.1,2.04,1.65,0
98,50.74,16.54,8.56,8.56,9.47,3.39,0.71,1.57,0
99,50.75,16.54,8.56,8.56,9.47,3.39,0.71,1.56,0
100,50.78,15.87,7.75,8.98,9.25,3.17,1.85,1.61,0
101,50.81,17.0,8.46,8.83,7.83,3.62,1.32,1.56,0
102,50.81,16.94,7.82,9.07,8.9,3.85,0.86,1.21,0
103,50.84,16.11,8.32,8.75,8.89,3.53,1.47,1.29,0
104,51.07,16.17,8.26,8.46,8.79,3.59,1.63,1.31,0
105,51.07,15.26,9.24,9.61,8.47,3.43,1.16,1.33,0
106,51.08,16.39,8.28,9.13,10.16,2.93,0.76,0.85,0
107,51.14,15.33,8.14,9.86,9.09,3.12,1.68,1.16,0
108,51.45,15.7,7.44,10.76,10.04,2.76,0.77,0.67,0
109,51.5,16.79,7.16,8.49,9.38,3.81,1.16,1.2,0
110,51.52,16.39,7.55,7.8,8.18,3.82,2.21,1.7,0
111,51.71,16.46,7.44,8.05,8.43,3.25,2.33,1.58,0
112,51.79,16.29,7.44,8.05,8.95,3.92,1.53,1.33,0
113,51.83,17.02,7.51,8.17,9.07,3.58,1.16,1.19,0
114,51.93,16.64,8.45,8.69,9.11,3.12,0.61,1.07,0
115,52.0,16.54,8.39,8.72,9.15,3.13,0.64,1.06,0
116,47.89,18.25,9.12,9.63,11.43,2.39,0.09,0.94,0
117,48.69,17.33,9.01,9.43,12.08,2.24,0.11,0.85,0
118,47.97,17.51,9.2,9.62,11.44,2.86,0.08,1.05,0
119,48.32,17.41,8.95,10.37,11.68,2.27,0.09,0.69,0
120,47.92,17.54,9.23,9.6,11.43,2.86,0.1,1.05,0
121,47.67,17.46,9.76,9.78,11.14,2.7,0.11,1.08,0
122,47.81,17.73,8.86,10.26,11.85,2.42,0.08,0.74,0
123,47.66,18.42,8.69,9.92,11.71,2.47,0.09,0.77,0
124,47.57,18.1,8.6,10.46,11.87,2.39,0.06,0.71,0
125,48.29,18.3,9.0,9.66,11.13,2.48,0.11,0.79,0
126,48.22,18.32,9.0,9.46,11.37,2.48,0.11,0.81,0
127,52.02,15.7,7.7,10.68,10.02,2.67,0.38,0.57,0
128,47.69,18.54,8.2,10.52,12.02,2.16,0.07,0.59,0
129,47.97,17.05,9.22,10.48,11.87,2.37,0.1,0.7,0
130,48.16,18.26,8.71,9.92,11.44,2.47,0.1,0.72,0
131,48.28,18.55,7.98,9.98,12.07,2.11,0.19,0.62,0
132,48.65,18.02,8.65,9.61,11.21,2.66,0.16,0.77,0
133,48.1,18.0,8.78,9.48,12.26,2.42,0.07,0.67,0
134,47.69,18.6,8.53,9.92,12.1,2.25,0.07,0.65,0
135,47.81,18.21,8.58,10.01,12.21,2.24,0.07,0.64,0
136,48.24,18.25,8.39,9.86,12.01,2.29,0.09,0.66,0
137,47.68,18.53,8.21,10.52,12.02,2.16,0.07,0.59,0
138,47.8,18.0,8.68,10.2,12.1,2.28,0.08,0.63,0
139,48.22,17.51,8.92,9.77,12.33,2.29,0.08,0.66,0
140,48.42,17.86,8.77,9.55,12.0,2.37,0.1,0.71,0
141,48.42,18.24,8.41,9.66,11.92,2.38,0.09,0.65,0
142,47.78,18.25,8.4,10.27,12.07,2.32,0.07,0.63,0
143,47.8,18.3,8.41,10.29,12.08,2.22,0.07,0.63,0
144,47.67,18.29,8.46,10.28,12.08,2.32,0.06,0.63,0
145,47.88,17.99,8.74,10.02,12.15,2.28,0.07,0.67,0
146,51.75,16.2,7.88,10.68,9.57,2.73,0.33,0.6,0
147,51.84,16.04,8.03,10.79,9.77,2.24,0.42,0.6,0
148,51.6,16.24,7.84,10.73,9.6,2.77,0.36,0.6,0
149,47.82,18.41,8.5,9.95,12.12,2.29,0.07,0.63,0
150,47.97,17.99,8.63,9.87,12.08,2.43,0.13,0.68,0
151,47.7,18.1,8.51,10.27,12.16,2.34,0.07,0.64,0
152,47.7,18.4,8.31,10.4,12.1,2.24,0.07,0.6,0
153,47.69,18.2,8.49,10.1,12.2,2.41,0.08,0.63,0
154,47.84,18.02,8.54,9.98,12.27,2.4,0.1,0.64,0
155,47.78,18.29,8.56,9.89,12.18,2.38,0.08,0.64,0
156,47.9,18.1,8.61,9.63,12.25,2.42,0.14,0.71,0
157,47.8,18.3,8.51,10.1,12.0,2.38,0.08,0.63,0
158,48.0,18.2,8.77,9.49,11.92,2.43,0.12,0.82,0
159,51.2,15.67,7.87,11.08,10.68,2.45,0.32,0.52,0
160,50.12,16.65,7.93,10.44,9.81,3.64,0.51,0.63,0
161,51.18,16.39,7.55,11.08,10.09,2.56,0.31,0.57,0
162,51.54,16.85,7.39,9.1,11.27,2.59,0.41,0.6,0
163,51.59,17.27,7.34,9.22,10.44,2.57,0.61,0.71,0
164,48.23,17.41,9.09,10.11,11.41,2.55,0.14,0.8,0
165,48.33,17.37,9.26,9.78,11.18,2.68,0.17,0.96,0
166,48.47,18.18,8.83,9.43,11.31,2.54,0.16,0.82,0
167,49.68,16.46,9.03,10.34,10.54,2.42,0.4,0.85,0
168,53.54,18.46,7.24,7.35,8.8,2.98,0.49,0.93,0
169,52.32,16.33,7.55,10.2,9.34,3.01,0.39,0.6,0
170,52.4,16.28,7.4,10.4,9.6,2.7,0.4,0.56,0
171,52.06,16.77,7.52,9.84,9.56,3.0,0.39,0.61,0
172,53.05,16.85,7.15,8.96,9.65,3.07,0.47,0.56,0
173,58.24,16.02,5.63,7.58,7.73,3.25,0.8,0.52,0
174,56.22,14.16,6.68,10.22,8.53,2.57,0.87,0.49,0
175,52.4,19.44,6.61,7.67,9.36,2.92,0.75,0.61,0
176,52.11,16.47,8.42,8.7,9.1,3.13,0.65,1.05,0
177,52.14,16.68,8.04,8.28,8.13,3.57,1.11,1.51,0
178,52.16,16.82,7.41,8.87,9.64,3.1,0.84,0.84,0
179,52.17,16.86,7.62,8.92,8.86,3.07,1.11,0.92,0
180,52.31,16.65,7.91,8.68,9.22,3.15,0.65,1.06,0
181,52.31,16.48,7.63,8.84,8.8,3.52,0.86,1.16,0
182,52.4,16.66,7.51,8.03,8.61,3.66,1.1,1.51,0
183,52.51,16.09,7.39,8.28,8.99,3.81,1.13,1.15,0
184,52.66,16.04,7.36,8.41,8.49,3.62,1.74,1.13,0
185,52.7,16.0,7.36,8.41,8.49,3.62,1.74,1.13,0
186,52.74,15.63,6.76,9.27,7.73,3.17,2.79,1.26,0
187,52.91,17.08,7.04,7.5,7.63,3.43,2.36,1.41,0
188,52.93,15.45,7.03,10.0,9.64,3.12,0.76,0.72,0
189,52.97,16.21,7.74,9.18,8.83,3.21,0.62,0.92,0
190,53.06,15.5,8.09,9.17,7.73,3.24,1.45,1.26,0
191,53.3,16.55,7.33,7.94,8.26,3.85,0.95,1.37,0
192,53.46,15.65,7.71,9.07,7.69,3.44,1.35,1.16,0
193,53.56,15.21,6.97,10.11,9.46,2.93,0.69,0.71,0
194,53.59,16.69,7.1,8.3,8.04,3.59,1.27,0.96,0
195,53.64,16.9,6.98,7.3,8.62,3.74,1.23,1.04,0
196,53.65,16.6,7.49,8.52,8.23,3.44,0.74,1.0,0
197,53.66,15.87,7.51,8.66,7.77,3.5,1.37,1.18,0
198,53.69,16.51,7.3,8.3,8.37,3.79,0.75,0.97,0
199,53.82,16.31,7.41,8.27,8.37,3.55,0.88,0.96,0
200,53.87,16.86,6.94,7.26,8.58,3.69,1.23,1.04,0
201,54.12,16.44,7.04,8.17,8.03,3.69,1.15,0.95,0
202,54.13,17.14,7.12,7.81,8.41,3.59,0.67,0.82,0
203,54.33,15.54,7.18,8.53,7.6,3.64,1.45,1.26,0
204,54.49,16.6,6.96,8.34,8.87,3.24,0.64,0.51,0
205,54.65,18.32,6.81,8.11,6.91,3.7,0.75,0.75,0
206,47.42,15.09,9.81,10.28,11.55,2.24,1.33,1.59,0
207,51.55,16.11,8.37,8.55,9.1,2.86,1.68,1.16,0
